HS code,description_EN,unit,year,number
01,live animals,aed,2008,"51,888,339"
01,live animals,kg,2008,"9,647,487"
01,live animals,aed,2009,"73,526,801"
01,live animals,kg,2009,"11,018,402"
01,live animals,aed,2010,"36,961,006"
01,live animals,kg,2010,"4,697,786"
01,live animals,aed,2011,"50,288,713"
01,live animals,kg,2011,"5,029,630"
01,live animals,aed,2012,"55,184,063"
01,live animals,kg,2012,"5,148,417"
01,live animals,aed,2013,"98,600,296"
01,live animals,kg,2013,"11,599,413"
01,live animals,aed,2014,"119,299,209"
01,live animals,kg,2014,"15,135,095"
01,live animals,aed,2015,"135,232,928"
01,live animals,kg,2015,"12,672,573"
01,live animals,aed,2016,"100,497,473"
01,live animals,kg,2016,"6,847,753"
02,meat and edible meat offal,aed,2008,"5,498,530"
02,meat and edible meat offal,kg,2008,"942,542"
02,meat and edible meat offal,aed,2009,"5,043,447"
02,meat and edible meat offal,kg,2009,"801,482"
02,meat and edible meat offal,aed,2010,"41,130,598"
02,meat and edible meat offal,kg,2010,"3,374,321"
02,meat and edible meat offal,aed,2011,"7,017,942"
02,meat and edible meat offal,kg,2011,"829,842"
02,meat and edible meat offal,aed,2012,"19,213,506"
02,meat and edible meat offal,kg,2012,"1,841,703"
02,meat and edible meat offal,aed,2013,"31,682,625"
02,meat and edible meat offal,kg,2013,"2,834,774"
02,meat and edible meat offal,aed,2014,"28,040,654"
02,meat and edible meat offal,kg,2014,"2,448,341"
02,meat and edible meat offal,aed,2015,"45,994,842"
02,meat and edible meat offal,kg,2015,"4,211,801"
02,meat and edible meat offal,aed,2016,"40,410,973"
02,meat and edible meat offal,kg,2016,"3,846,961"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2008,"123,075,680"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2008,"12,828,611"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2009,"106,984,349"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2009,"11,443,579"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2010,"143,544,022"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2010,"12,630,132"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2011,"173,373,953"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2011,"15,131,149"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2012,"245,403,566"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2012,"20,132,772"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2013,"258,940,961"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2013,"27,148,472"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2014,"273,395,273"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2014,"28,608,130"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2015,"322,584,492"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2015,"42,066,933"
03,"fish, crustaceans,molluscs & aquatic invertebrates",aed,2016,"357,713,068"
03,"fish, crustaceans,molluscs & aquatic invertebrates",kg,2016,"35,508,196"
04,"dairy produce, honey & edible products of animals",aed,2008,"109,544,539"
04,"dairy produce, honey & edible products of animals",kg,2008,"21,182,173"
04,"dairy produce, honey & edible products of animals",aed,2009,"587,785,686"
04,"dairy produce, honey & edible products of animals",kg,2009,"49,961,915"
04,"dairy produce, honey & edible products of animals",aed,2010,"701,534,052"
04,"dairy produce, honey & edible products of animals",kg,2010,"56,616,617"
04,"dairy produce, honey & edible products of animals",aed,2011,"949,753,595"
04,"dairy produce, honey & edible products of animals",kg,2011,"66,068,366"
04,"dairy produce, honey & edible products of animals",aed,2012,"917,347,865"
04,"dairy produce, honey & edible products of animals",kg,2012,"92,540,522"
04,"dairy produce, honey & edible products of animals",aed,2013,"1,010,075,058"
04,"dairy produce, honey & edible products of animals",kg,2013,"97,675,833"
04,"dairy produce, honey & edible products of animals",aed,2014,"1,071,662,277"
04,"dairy produce, honey & edible products of animals",kg,2014,"119,938,923"
04,"dairy produce, honey & edible products of animals",aed,2015,"1,657,100,594"
04,"dairy produce, honey & edible products of animals",kg,2015,"163,345,993"
04,"dairy produce, honey & edible products of animals",aed,2016,"1,238,825,145"
04,"dairy produce, honey & edible products of animals",kg,2016,"143,192,455"
05,products of animal origin n.e.s,aed,2008,"279,388"
05,products of animal origin n.e.s,kg,2008,"54,367"
05,products of animal origin n.e.s,aed,2009,"17,652"
05,products of animal origin n.e.s,kg,2009,"4,589"
05,products of animal origin n.e.s,aed,2010,"195,411"
05,products of animal origin n.e.s,kg,2010,"37,394"
05,products of animal origin n.e.s,aed,2011,"470,638"
05,products of animal origin n.e.s,kg,2011,"47,395"
05,products of animal origin n.e.s,aed,2012,"206,692"
05,products of animal origin n.e.s,kg,2012,"45,606"
05,products of animal origin n.e.s,aed,2013,"2,378,207"
05,products of animal origin n.e.s,kg,2013,"196,315"
05,products of animal origin n.e.s,aed,2014,"2,684,392"
05,products of animal origin n.e.s,kg,2014,"2,376,177"
05,products of animal origin n.e.s,aed,2015,"931,173"
05,products of animal origin n.e.s,kg,2015,"106,195"
05,products of animal origin n.e.s,aed,2016,"354,882"
05,products of animal origin n.e.s,kg,2016,"51,325"
06,"live trees, plants and their parts",aed,2008,"6,683,131"
06,"live trees, plants and their parts",kg,2008,"698,956"
06,"live trees, plants and their parts",aed,2009,"13,415,770"
06,"live trees, plants and their parts",kg,2009,"1,546,564"
06,"live trees, plants and their parts",aed,2010,"14,751,767"
06,"live trees, plants and their parts",kg,2010,"1,603,563"
06,"live trees, plants and their parts",aed,2011,"29,346,601"
06,"live trees, plants and their parts",kg,2011,"3,087,211"
06,"live trees, plants and their parts",aed,2012,"17,380,331"
06,"live trees, plants and their parts",kg,2012,"3,654,700"
06,"live trees, plants and their parts",aed,2013,"18,828,598"
06,"live trees, plants and their parts",kg,2013,"3,083,349"
06,"live trees, plants and their parts",aed,2014,"18,919,580"
06,"live trees, plants and their parts",kg,2014,"2,463,857"
06,"live trees, plants and their parts",aed,2015,"20,310,759"
06,"live trees, plants and their parts",kg,2015,"3,098,334"
06,"live trees, plants and their parts",aed,2016,"29,428,447"
06,"live trees, plants and their parts",kg,2016,"9,176,079"
07,"edible vegetables, certain roots and tubers",aed,2008,"12,049,360"
07,"edible vegetables, certain roots and tubers",kg,2008,"1,521,652"
07,"edible vegetables, certain roots and tubers",aed,2009,"6,921,310"
07,"edible vegetables, certain roots and tubers",kg,2009,"989,365"
07,"edible vegetables, certain roots and tubers",aed,2010,"8,501,101"
07,"edible vegetables, certain roots and tubers",kg,2010,"1,844,004"
07,"edible vegetables, certain roots and tubers",aed,2011,"19,674,736"
07,"edible vegetables, certain roots and tubers",kg,2011,"2,118,918"
07,"edible vegetables, certain roots and tubers",aed,2012,"18,110,187"
07,"edible vegetables, certain roots and tubers",kg,2012,"2,062,194"
07,"edible vegetables, certain roots and tubers",aed,2013,"26,474,735"
07,"edible vegetables, certain roots and tubers",kg,2013,"2,506,743"
07,"edible vegetables, certain roots and tubers",aed,2014,"34,723,104"
07,"edible vegetables, certain roots and tubers",kg,2014,"4,025,786"
07,"edible vegetables, certain roots and tubers",aed,2015,"87,609,176"
07,"edible vegetables, certain roots and tubers",kg,2015,"22,502,943"
07,"edible vegetables, certain roots and tubers",aed,2016,"142,402,218"
07,"edible vegetables, certain roots and tubers",kg,2016,"38,640,596"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2008,"89,444,091"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2008,"53,742,507"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2009,"68,317,263"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2009,"42,245,250"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2010,"90,440,565"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2010,"46,291,565"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2011,"116,861,950"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2011,"57,695,875"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2012,"176,892,420"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2012,"70,132,957"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2013,"264,107,109"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2013,"92,212,175"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2014,"312,841,299"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2014,"104,008,788"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2015,"415,215,102"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2015,"128,731,667"
08,"edible fruits, nuts,peel of citrus fruit & melons",aed,2016,"375,345,400"
08,"edible fruits, nuts,peel of citrus fruit & melons",kg,2016,"119,520,293"
09,"coffee, tea, mate and spices",aed,2008,"11,798,487"
09,"coffee, tea, mate and spices",kg,2008,"1,640,490"
09,"coffee, tea, mate and spices",aed,2009,"17,612,767"
09,"coffee, tea, mate and spices",kg,2009,"2,400,726"
09,"coffee, tea, mate and spices",aed,2010,"15,669,135"
09,"coffee, tea, mate and spices",kg,2010,"1,665,982"
09,"coffee, tea, mate and spices",aed,2011,"24,072,390"
09,"coffee, tea, mate and spices",kg,2011,"1,448,797"
09,"coffee, tea, mate and spices",aed,2012,"184,298,235"
09,"coffee, tea, mate and spices",kg,2012,"8,711,271"
09,"coffee, tea, mate and spices",aed,2013,"391,279,991"
09,"coffee, tea, mate and spices",kg,2013,"17,853,724"
09,"coffee, tea, mate and spices",aed,2014,"355,241,965"
09,"coffee, tea, mate and spices",kg,2014,"17,600,758"
09,"coffee, tea, mate and spices",aed,2015,"282,575,248"
09,"coffee, tea, mate and spices",kg,2015,"17,218,223"
09,"coffee, tea, mate and spices",aed,2016,"264,729,459"
09,"coffee, tea, mate and spices",kg,2016,"18,146,631"
10,cereals,aed,2008,"18,113,517"
10,cereals,kg,2008,"4,852,268"
10,cereals,aed,2009,"1,671,657"
10,cereals,kg,2009,"436,817"
10,cereals,aed,2010,"5,762,347"
10,cereals,kg,2010,"4,024,619"
10,cereals,aed,2011,"22,486,260"
10,cereals,kg,2011,"14,122,192"
10,cereals,aed,2012,"25,370,114"
10,cereals,kg,2012,"22,256,779"
10,cereals,aed,2013,"2,653,461"
10,cereals,kg,2013,"1,627,492"
10,cereals,aed,2014,"3,532,268"
10,cereals,kg,2014,"2,065,382"
10,cereals,aed,2015,"35,009,161"
10,cereals,kg,2015,"26,840,236"
10,cereals,aed,2016,"23,182,660"
10,cereals,kg,2016,"20,099,192"
11,products of the milling industry,aed,2008,"196,316,929"
11,products of the milling industry,kg,2008,"93,936,867"
11,products of the milling industry,aed,2009,"184,232,812"
11,products of the milling industry,kg,2009,"105,403,022"
11,products of the milling industry,aed,2010,"161,908,920"
11,products of the milling industry,kg,2010,"92,440,368"
11,products of the milling industry,aed,2011,"159,658,845"
11,products of the milling industry,kg,2011,"87,198,869"
11,products of the milling industry,aed,2012,"177,327,283"
11,products of the milling industry,kg,2012,"92,882,910"
11,products of the milling industry,aed,2013,"102,129,544"
11,products of the milling industry,kg,2013,"47,927,550"
11,products of the milling industry,aed,2014,"123,778,787"
11,products of the milling industry,kg,2014,"52,548,443"
11,products of the milling industry,aed,2015,"147,094,717"
11,products of the milling industry,kg,2015,"61,401,511"
11,products of the milling industry,aed,2016,"166,874,227"
11,products of the milling industry,kg,2016,"85,111,577"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2008,"10,336,149"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2008,"9,524,966"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2009,"7,580,117"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2009,"11,491,647"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2010,"3,998,008"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2010,"6,138,723"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2011,"35,515,001"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2011,"207,987"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2012,"1,764,878"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2012,"378,171"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2013,"5,482,201"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2013,"974,005"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2014,"6,862,819"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2014,"2,673,932"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2015,"8,960,980"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2015,"4,805,014"
12,"oil seeds,industrial or medicinal plants & fodder",aed,2016,"8,603,404"
12,"oil seeds,industrial or medicinal plants & fodder",kg,2016,"7,700,677"
13,"lac; gums, resins,vegetable saps and extracts",aed,2008,"581,846"
13,"lac; gums, resins,vegetable saps and extracts",kg,2008,"98,376"
13,"lac; gums, resins,vegetable saps and extracts",aed,2009,"684,456"
13,"lac; gums, resins,vegetable saps and extracts",kg,2009,"171,576"
13,"lac; gums, resins,vegetable saps and extracts",aed,2010,"5,031,559"
13,"lac; gums, resins,vegetable saps and extracts",kg,2010,"1,015,100"
13,"lac; gums, resins,vegetable saps and extracts",aed,2011,"16,363,956"
13,"lac; gums, resins,vegetable saps and extracts",kg,2011,"739,411"
13,"lac; gums, resins,vegetable saps and extracts",aed,2012,"5,299,678"
13,"lac; gums, resins,vegetable saps and extracts",kg,2012,"536,676"
13,"lac; gums, resins,vegetable saps and extracts",aed,2013,"4,280,441"
13,"lac; gums, resins,vegetable saps and extracts",kg,2013,"729,709"
13,"lac; gums, resins,vegetable saps and extracts",aed,2014,"33,825,661"
13,"lac; gums, resins,vegetable saps and extracts",kg,2014,"2,027,780"
13,"lac; gums, resins,vegetable saps and extracts",aed,2015,"13,247,910"
13,"lac; gums, resins,vegetable saps and extracts",kg,2015,"1,257,528"
13,"lac; gums, resins,vegetable saps and extracts",aed,2016,"9,685,751"
13,"lac; gums, resins,vegetable saps and extracts",kg,2016,"701,241"
14,vegetable plaiting materials & products n.e.s,aed,2008,"29,440"
14,vegetable plaiting materials & products n.e.s,kg,2008,"13,190"
14,vegetable plaiting materials & products n.e.s,aed,2009,"247,195"
14,vegetable plaiting materials & products n.e.s,kg,2009,"7,907,688"
14,vegetable plaiting materials & products n.e.s,aed,2010,"44,849"
14,vegetable plaiting materials & products n.e.s,kg,2010,"13,551"
14,vegetable plaiting materials & products n.e.s,aed,2011,"13,500"
14,vegetable plaiting materials & products n.e.s,kg,2011,"9,300"
14,vegetable plaiting materials & products n.e.s,aed,2012,"5,990"
14,vegetable plaiting materials & products n.e.s,kg,2012,"6,000"
14,vegetable plaiting materials & products n.e.s,aed,2013,"1,038"
14,vegetable plaiting materials & products n.e.s,kg,2013,"3,788"
14,vegetable plaiting materials & products n.e.s,aed,2014,"1,234,885"
14,vegetable plaiting materials & products n.e.s,kg,2014,"4,944"
14,vegetable plaiting materials & products n.e.s,aed,2015,"3,740"
14,vegetable plaiting materials & products n.e.s,kg,2015,270
14,vegetable plaiting materials & products n.e.s,aed,2016,"342,375"
14,vegetable plaiting materials & products n.e.s,kg,2016,"3,939"
15,"animal or vegetable fats,oils and waxes",aed,2008,"746,342,742"
15,"animal or vegetable fats,oils and waxes",kg,2008,"166,563,394"
15,"animal or vegetable fats,oils and waxes",aed,2009,"302,528,402"
15,"animal or vegetable fats,oils and waxes",kg,2009,"75,371,576"
15,"animal or vegetable fats,oils and waxes",aed,2010,"496,151,435"
15,"animal or vegetable fats,oils and waxes",kg,2010,"118,291,772"
15,"animal or vegetable fats,oils and waxes",aed,2011,"1,705,028,080"
15,"animal or vegetable fats,oils and waxes",kg,2011,"354,001,639"
15,"animal or vegetable fats,oils and waxes",aed,2012,"967,478,315"
15,"animal or vegetable fats,oils and waxes",kg,2012,"222,205,488"
15,"animal or vegetable fats,oils and waxes",aed,2013,"1,010,627,320"
15,"animal or vegetable fats,oils and waxes",kg,2013,"231,752,288"
15,"animal or vegetable fats,oils and waxes",aed,2014,"1,209,529,517"
15,"animal or vegetable fats,oils and waxes",kg,2014,"290,477,243"
15,"animal or vegetable fats,oils and waxes",aed,2015,"914,082,315"
15,"animal or vegetable fats,oils and waxes",kg,2015,"226,075,108"
15,"animal or vegetable fats,oils and waxes",aed,2016,"831,161,208"
15,"animal or vegetable fats,oils and waxes",kg,2016,"207,693,087"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2008,"42,185,425"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2008,"3,647,055"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2009,"21,533,621"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2009,"2,720,241"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2010,"63,481,965"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2010,"5,567,035"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2011,"75,394,917"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2011,"6,902,565"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2012,"75,491,422"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2012,"7,685,641"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2013,"96,178,799"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2013,"9,442,395"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2014,"110,091,270"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2014,"9,721,345"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2015,"241,189,238"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2015,"22,191,649"
16,"preparations of meat,fish,crustaceans & molluscs",aed,2016,"379,247,858"
16,"preparations of meat,fish,crustaceans & molluscs",kg,2016,"37,212,301"
17,sugars and sugar confectionery,aed,2008,"1,267,613,112"
17,sugars and sugar confectionery,kg,2008,"792,495,695"
17,sugars and sugar confectionery,aed,2009,"1,738,247,257"
17,sugars and sugar confectionery,kg,2009,"911,891,783"
17,sugars and sugar confectionery,aed,2010,"2,476,398,469"
17,sugars and sugar confectionery,kg,2010,"998,356,803"
17,sugars and sugar confectionery,aed,2011,"1,964,942,173"
17,sugars and sugar confectionery,kg,2011,"664,761,465"
17,sugars and sugar confectionery,aed,2012,"1,545,906,564"
17,sugars and sugar confectionery,kg,2012,"613,907,853"
17,sugars and sugar confectionery,aed,2013,"2,004,971,739"
17,sugars and sugar confectionery,kg,2013,"879,407,072"
17,sugars and sugar confectionery,aed,2014,"1,570,404,272"
17,sugars and sugar confectionery,kg,2014,"783,936,928"
17,sugars and sugar confectionery,aed,2015,"1,670,221,312"
17,sugars and sugar confectionery,kg,2015,"1,051,816,323"
17,sugars and sugar confectionery,aed,2016,"2,128,912,368"
17,sugars and sugar confectionery,kg,2016,"1,203,771,673"
18,cocoa and cocoa preparations,aed,2008,"403,381,325"
18,cocoa and cocoa preparations,kg,2008,"20,731,152"
18,cocoa and cocoa preparations,aed,2009,"503,932,800"
18,cocoa and cocoa preparations,kg,2009,"26,906,948"
18,cocoa and cocoa preparations,aed,2010,"805,768,977"
18,cocoa and cocoa preparations,kg,2010,"38,577,660"
18,cocoa and cocoa preparations,aed,2011,"980,275,859"
18,cocoa and cocoa preparations,kg,2011,"52,053,042"
18,cocoa and cocoa preparations,aed,2012,"1,247,482,099"
18,cocoa and cocoa preparations,kg,2012,"65,411,657"
18,cocoa and cocoa preparations,aed,2013,"1,318,946,736"
18,cocoa and cocoa preparations,kg,2013,"67,230,373"
18,cocoa and cocoa preparations,aed,2014,"1,261,893,475"
18,cocoa and cocoa preparations,kg,2014,"67,272,991"
18,cocoa and cocoa preparations,aed,2015,"1,096,573,273"
18,cocoa and cocoa preparations,kg,2015,"55,457,960"
18,cocoa and cocoa preparations,aed,2016,"693,805,930"
18,cocoa and cocoa preparations,kg,2016,"35,557,062"
19,"preparations of cereals,flour,starch or milk",aed,2008,"271,622,669"
19,"preparations of cereals,flour,starch or milk",kg,2008,"87,058,017"
19,"preparations of cereals,flour,starch or milk",aed,2009,"288,917,672"
19,"preparations of cereals,flour,starch or milk",kg,2009,"80,026,112"
19,"preparations of cereals,flour,starch or milk",aed,2010,"365,017,573"
19,"preparations of cereals,flour,starch or milk",kg,2010,"98,611,325"
19,"preparations of cereals,flour,starch or milk",aed,2011,"532,862,442"
19,"preparations of cereals,flour,starch or milk",kg,2011,"104,756,533"
19,"preparations of cereals,flour,starch or milk",aed,2012,"631,439,097"
19,"preparations of cereals,flour,starch or milk",kg,2012,"130,717,685"
19,"preparations of cereals,flour,starch or milk",aed,2013,"619,977,817"
19,"preparations of cereals,flour,starch or milk",kg,2013,"116,325,410"
19,"preparations of cereals,flour,starch or milk",aed,2014,"712,589,701"
19,"preparations of cereals,flour,starch or milk",kg,2014,"130,682,258"
19,"preparations of cereals,flour,starch or milk",aed,2015,"843,372,018"
19,"preparations of cereals,flour,starch or milk",kg,2015,"114,220,057"
19,"preparations of cereals,flour,starch or milk",aed,2016,"717,344,133"
19,"preparations of cereals,flour,starch or milk",kg,2016,"109,496,987"
20,"preparations of vegetables,fruit, nuts etc.",aed,2008,"613,003,605"
20,"preparations of vegetables,fruit, nuts etc.",kg,2008,"244,270,291"
20,"preparations of vegetables,fruit, nuts etc.",aed,2009,"571,146,077"
20,"preparations of vegetables,fruit, nuts etc.",kg,2009,"231,093,146"
20,"preparations of vegetables,fruit, nuts etc.",aed,2010,"705,531,199"
20,"preparations of vegetables,fruit, nuts etc.",kg,2010,"254,249,311"
20,"preparations of vegetables,fruit, nuts etc.",aed,2011,"913,658,117"
20,"preparations of vegetables,fruit, nuts etc.",kg,2011,"308,046,426"
20,"preparations of vegetables,fruit, nuts etc.",aed,2012,"829,760,064"
20,"preparations of vegetables,fruit, nuts etc.",kg,2012,"303,129,463"
20,"preparations of vegetables,fruit, nuts etc.",aed,2013,"700,967,417"
20,"preparations of vegetables,fruit, nuts etc.",kg,2013,"248,470,183"
20,"preparations of vegetables,fruit, nuts etc.",aed,2014,"904,712,141"
20,"preparations of vegetables,fruit, nuts etc.",kg,2014,"311,167,039"
20,"preparations of vegetables,fruit, nuts etc.",aed,2015,"984,166,714"
20,"preparations of vegetables,fruit, nuts etc.",kg,2015,"335,295,678"
20,"preparations of vegetables,fruit, nuts etc.",aed,2016,"1,150,555,849"
20,"preparations of vegetables,fruit, nuts etc.",kg,2016,"339,688,334"
21,miscellaneous edible preprations,aed,2008,"183,245,759"
21,miscellaneous edible preprations,kg,2008,"40,001,332"
21,miscellaneous edible preprations,aed,2009,"237,299,054"
21,miscellaneous edible preprations,kg,2009,"67,260,174"
21,miscellaneous edible preprations,aed,2010,"338,382,827"
21,miscellaneous edible preprations,kg,2010,"97,534,177"
21,miscellaneous edible preprations,aed,2011,"616,085,397"
21,miscellaneous edible preprations,kg,2011,"217,225,733"
21,miscellaneous edible preprations,aed,2012,"664,664,425"
21,miscellaneous edible preprations,kg,2012,"208,492,158"
21,miscellaneous edible preprations,aed,2013,"893,579,163"
21,miscellaneous edible preprations,kg,2013,"139,431,465"
21,miscellaneous edible preprations,aed,2014,"767,710,388"
21,miscellaneous edible preprations,kg,2014,"112,522,931"
21,miscellaneous edible preprations,aed,2015,"707,255,158"
21,miscellaneous edible preprations,kg,2015,"100,263,940"
21,miscellaneous edible preprations,aed,2016,"683,496,144"
21,miscellaneous edible preprations,kg,2016,"95,203,746"
22,"beverages, spirits and vinegar",aed,2008,"279,056,822"
22,"beverages, spirits and vinegar",kg,2008,"181,779,413"
22,"beverages, spirits and vinegar",aed,2009,"295,490,628"
22,"beverages, spirits and vinegar",kg,2009,"190,521,946"
22,"beverages, spirits and vinegar",aed,2010,"391,780,557"
22,"beverages, spirits and vinegar",kg,2010,"250,370,196"
22,"beverages, spirits and vinegar",aed,2011,"470,327,641"
22,"beverages, spirits and vinegar",kg,2011,"275,462,880"
22,"beverages, spirits and vinegar",aed,2012,"508,031,686"
22,"beverages, spirits and vinegar",kg,2012,"291,603,235"
22,"beverages, spirits and vinegar",aed,2013,"409,628,054"
22,"beverages, spirits and vinegar",kg,2013,"283,007,210"
22,"beverages, spirits and vinegar",aed,2014,"502,460,480"
22,"beverages, spirits and vinegar",kg,2014,"310,765,302"
22,"beverages, spirits and vinegar",aed,2015,"521,654,475"
22,"beverages, spirits and vinegar",kg,2015,"316,081,096"
22,"beverages, spirits and vinegar",aed,2016,"500,364,855"
22,"beverages, spirits and vinegar",kg,2016,"303,292,279"
23,residues & waste of food industries; animal fodder,aed,2008,"218,549,529"
23,residues & waste of food industries; animal fodder,kg,2008,"339,457,051"
23,residues & waste of food industries; animal fodder,aed,2009,"191,643,620"
23,residues & waste of food industries; animal fodder,kg,2009,"285,682,262"
23,residues & waste of food industries; animal fodder,aed,2010,"352,853,967"
23,residues & waste of food industries; animal fodder,kg,2010,"342,763,931"
23,residues & waste of food industries; animal fodder,aed,2011,"453,556,306"
23,residues & waste of food industries; animal fodder,kg,2011,"423,820,052"
23,residues & waste of food industries; animal fodder,aed,2012,"611,008,799"
23,residues & waste of food industries; animal fodder,kg,2012,"491,114,159"
23,residues & waste of food industries; animal fodder,aed,2013,"776,802,479"
23,residues & waste of food industries; animal fodder,kg,2013,"490,303,625"
23,residues & waste of food industries; animal fodder,aed,2014,"886,165,031"
23,residues & waste of food industries; animal fodder,kg,2014,"577,676,361"
23,residues & waste of food industries; animal fodder,aed,2015,"725,497,807"
23,residues & waste of food industries; animal fodder,kg,2015,"492,993,470"
23,residues & waste of food industries; animal fodder,aed,2016,"774,369,718"
23,residues & waste of food industries; animal fodder,kg,2016,"548,151,962"
24,tobacco and manufactured tobacco substitutes,aed,2008,"317,756,281"
24,tobacco and manufactured tobacco substitutes,kg,2008,"3,826,898"
24,tobacco and manufactured tobacco substitutes,aed,2009,"416,896,988"
24,tobacco and manufactured tobacco substitutes,kg,2009,"5,214,633"
24,tobacco and manufactured tobacco substitutes,aed,2010,"326,611,340"
24,tobacco and manufactured tobacco substitutes,kg,2010,"5,186,273"
24,tobacco and manufactured tobacco substitutes,aed,2011,"274,066,570"
24,tobacco and manufactured tobacco substitutes,kg,2011,"5,011,788"
24,tobacco and manufactured tobacco substitutes,aed,2012,"263,272,518"
24,tobacco and manufactured tobacco substitutes,kg,2012,"6,070,632"
24,tobacco and manufactured tobacco substitutes,aed,2013,"529,923,306"
24,tobacco and manufactured tobacco substitutes,kg,2013,"13,596,443"
24,tobacco and manufactured tobacco substitutes,aed,2014,"734,051,124"
24,tobacco and manufactured tobacco substitutes,kg,2014,"17,498,041"
24,tobacco and manufactured tobacco substitutes,aed,2015,"784,483,884"
24,tobacco and manufactured tobacco substitutes,kg,2015,"11,983,080"
24,tobacco and manufactured tobacco substitutes,aed,2016,"1,786,402,161"
24,tobacco and manufactured tobacco substitutes,kg,2016,"24,050,205"
25,"salt; plastering materials, lime and cement",aed,2008,"2,305,157,873"
25,"salt; plastering materials, lime and cement",kg,2008,"24,883,042,427"
25,"salt; plastering materials, lime and cement",aed,2009,"1,400,134,872"
25,"salt; plastering materials, lime and cement",kg,2009,"13,079,718,713"
25,"salt; plastering materials, lime and cement",aed,2010,"1,461,437,780"
25,"salt; plastering materials, lime and cement",kg,2010,"10,291,849,258"
25,"salt; plastering materials, lime and cement",aed,2011,"2,355,219,186"
25,"salt; plastering materials, lime and cement",kg,2011,"13,614,270,609"
25,"salt; plastering materials, lime and cement",aed,2012,"3,220,839,338"
25,"salt; plastering materials, lime and cement",kg,2012,"59,607,913,215"
25,"salt; plastering materials, lime and cement",aed,2013,"3,718,746,123"
25,"salt; plastering materials, lime and cement",kg,2013,"65,679,999,707"
