Year,Country(English),HSCODE,Item - English,Import Weight(Kg),Import Value(Dhs)
2011,Netherlands,02032900,- - Other,701283.32,8864759.35
2011,Netherlands,02044200,- - Other cuts with bone in,1155.03,10317.61
2011,Netherlands,02062200,- - Livers,1230,290140
2011,Netherlands,02062900,- - Other,132033,827379.12
2011,Netherlands,02064100,- - Livers,1050,14857.44
2011,Netherlands,02064900,- - Other,85205.34,796866
2011,Netherlands,02071200,"- - Not cut in pieces, frozen",3255.04,71523
2011,Netherlands,02071400,"- - Cuts and offal, frozen",584647.5,1734595.33
2011,Netherlands,02072500,"- - Not cut in pieces, frozen",615,11282.05
2011,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",989,28591
2011,Netherlands,02072700,"- - Cuts and offal, frozen",6032.1,104527.74
2011,Netherlands,02073300,"- - Not cut in pieces, frozen",311357.44,3508105.59
2011,Netherlands,02073600,"- - Other, frozen",46757.63,647060.85
2011,Netherlands,02081010,- - - Fresh or chilled,534,16960
2011,Netherlands,02081020,- - - Frozen,3280.76,96882.67
2011,Netherlands,02089022,- - - - Frozen,25193,281689.42
2011,Netherlands,02089032,- - - - Frozen,289.16,21016.68
2011,Netherlands,02089099,- - - - Other,15006.04,180776.78
2011,Netherlands,02090010,- - - Pig fat,42752.8,342690.6
2011,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",54817.82,869207.36
2011,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,16325.38,288839.67
2011,Netherlands,02101900,- - Other,63753.62,2583908.65
2011,Netherlands,02109900,- - Other,1184,89936.6
2012,Netherlands,02012000,- Other cuts with bone in,98699.49,6499709.69
2012,Netherlands,02013000,- Boneless,24571.83,1567968.51
2012,Netherlands,02021000,- Carcasses and half-carcasses,178,12890.33
2012,Netherlands,02022000,- Other cuts with bone in,169584.15,1641259.58
2012,Netherlands,02023010,- - - Minced,35420.21,827516.9
2012,Netherlands,02023090,- - - Other,170465.35,5298594.56
2012,Netherlands,02031100,- - carcasses and half-carcasses,845.86,18236.25
2012,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",11588.79,594432.88
2012,Netherlands,02031900,- - Other,29287.77,725479.11
2012,Netherlands,02032100,- - carcasses and half-carcasses,10021.48,146378.12
2012,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",568232.81,6194923.24
2012,Netherlands,02032900,- - Other,649118.96,7624257.43
2012,Netherlands,02045022,- - - - Frozen,23642,168098.08
2012,Netherlands,02061000,"- Of bovine animals, fresh or chilled",178,7982.05
2012,Netherlands,02062200,- - Livers,186.49,7668.43
2012,Netherlands,02062900,- - Other,148236.36,915320.52
2012,Netherlands,02063000,"- Of swine, fresh or chilled",162,4879.08
2012,Netherlands,02064100,- - Livers,4191.12,21458.05
2012,Netherlands,02064900,- - Other,106823.93,1307253.7
2012,Netherlands,02071400,"- - Cuts and offal, frozen",76614,773471.46
2012,Netherlands,02072400,"- - Not cut in pieces, fresh or chilled",50,1882.85
2012,Netherlands,02072500,"- - Not cut in pieces, frozen",280,6169.6
2012,Netherlands,02073300,"- - Not cut in pieces, frozen",169085,1772764.54
2012,Netherlands,02073400,"- - Fatty livers, fresh or chilled",136,18328.78
2012,Netherlands,02073500,"- - Other, fresh or chilled",27236,318871.44
2012,Netherlands,02073600,"- - Other, frozen",685.9,24121.04
2012,Netherlands,02074200,- - Not cut in pieces frozen,80094.6,856631.03
2012,Netherlands,02074500,- - Other frozen,12835,137685.44
2012,Netherlands,02075300,- - Fatty livers fresh or chilled,6,1775
2012,Netherlands,02076000,- of guinea fowls,105,2734.04
2012,Netherlands,02081010,- - - Fresh or chilled,32,3339
2012,Netherlands,02081020,- - - Frozen,2976,83455.67
2012,Netherlands,02089021,- - - - Fresh or chilled,57,8792.45
2012,Netherlands,02089022,- - - - Frozen,1026,149990.79
2012,Netherlands,02089031,- - - - Fresh or chilled,177,14181.72
2012,Netherlands,02089032,- - - - Frozen,28345,354607.08
2012,Netherlands,02090010,- - - Pig fat,18311.6,172501.8
2012,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",10763,273423.59
2012,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,19346.8,300734.87
2012,Netherlands,02101900,- - Other,166767.63,2631878.16
2012,Netherlands,02109900,- - Other,1085,61543.84
2013,Netherlands,02011000,- Carcasses and half-carcasses,823,41036.46
2013,Netherlands,02012000,- Other cuts with bone in,86242.95,6277522.17
2013,Netherlands,02013000,- Boneless,19422.52,1384278.37
2013,Netherlands,02022000,- Other cuts with bone in,273531.36,3524648.24
2013,Netherlands,02023010,- - - Minced,276,27081.1
2013,Netherlands,02023090,- - - Other,201184.3,5635934.155
2013,Netherlands,02031100,- - carcasses and half-carcasses,2597.2,50999.56
2013,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",19084.05,940874.78
2013,Netherlands,02031900,- - Other,26028.24,737125.24
2013,Netherlands,02032100,- - carcasses and half-carcasses,12564.01,192718.75
2013,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",468197.13,5105440.15
2013,Netherlands,02032900,- - Other,380260.88,4865313.19
2013,Netherlands,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",26620,87479.78
2013,Netherlands,02042200,- - Other cuts with bone in,1588,148424.1
2013,Netherlands,02045022,- - - - Frozen,103,3967
2013,Netherlands,02061000,"- Of bovine animals, fresh or chilled",5607.47,78733.79
2013,Netherlands,02062100,- - Tongues,531.42,7854.86
2013,Netherlands,02062900,- - Other,351556.6,1838110.52
2013,Netherlands,02063000,"- Of swine, fresh or chilled",153.95,11900.96
2013,Netherlands,02064100,- - Livers,2706.22,10589.75
2013,Netherlands,02064900,- - Other,88467.33,682617.07
2013,Netherlands,02071100,"- - Not cut in pieces, fresh or chilled",297,10336.02
2013,Netherlands,02071200,"- - Not cut in pieces, frozen",615.2,21087.58
2013,Netherlands,02071300,"- - Cuts and offal, fresh or chilled",140,6874.26
2013,Netherlands,02071400,"- - Cuts and offal, frozen",443932,2627369.31
2013,Netherlands,02072500,"- - Not cut in pieces, frozen",88,3327.1
2013,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",1266,33062.1
2013,Netherlands,02072700,"- - Cuts and offal, frozen",128,2924.26
2013,Netherlands,02074100,- - Not cut in pieces fresh or chilled,13830,146652.72
2013,Netherlands,02074200,- - Not cut in pieces frozen,270754,3075499.05
2013,Netherlands,02074500,- - Other frozen,44393,498622.19
2013,Netherlands,02076000,- of guinea fowls,1075,28403.42
2013,Netherlands,02081010,- - - Fresh or chilled,22,1353.96
2013,Netherlands,02081020,- - - Frozen,3948,109216.11
2013,Netherlands,02089021,- - - - Fresh or chilled,37,1850.04
2013,Netherlands,02089022,- - - - Frozen,1078,144321.3
2013,Netherlands,02089031,- - - - Fresh or chilled,102,10466.84
2013,Netherlands,02089032,- - - - Frozen,628,43492.44
2013,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",20329.52,873532.98
2013,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,15007.04,243595.59
2013,Netherlands,02101900,- - Other,47911.38,1022017.76
2013,Netherlands,02102000,- Meat of bovine animals,711.9,24797.54
2013,Netherlands,02109900,- - Other,134,4880
2014,Netherlands,02011000,- Carcasses and half-carcasses,2800,152160.8
2014,Netherlands,02012000,- Other cuts with bone in,99685.73,7460630.61
2014,Netherlands,02013000,- Boneless,32712.16,2311262.85
2014,Netherlands,02021000,- Carcasses and half-carcasses,500,13568.04
2014,Netherlands,02022000,- Other cuts with bone in,239860.43,3539007.56
2014,Netherlands,02023010,- - - Minced,1307.8,29473.41
2014,Netherlands,02023090,- - - Other,144740.94,4190444.7
2014,Netherlands,02031100,- - carcasses and half-carcasses,1692,50774.28
2014,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",48699.84,1360536.43
2014,Netherlands,02031900,- - Other,23985.8,583104.99
2014,Netherlands,02032100,- - carcasses and half-carcasses,19915.13,330922.99
2014,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",401382.66,4543993.63
2014,Netherlands,02032900,- - Other,420712.29,5171567.79
2014,Netherlands,02042100,- - carcasses and half-carcasses,312,16383.66
2014,Netherlands,02044200,- - Other cuts with bone in,3,372.99
2014,Netherlands,02061000,"- Of bovine animals, fresh or chilled",3111.9,109999.51
2014,Netherlands,02062200,- - Livers,122.64,770.95
2014,Netherlands,02062900,- - Other,510579.5,2813557.35
2014,Netherlands,02063000,"- Of swine, fresh or chilled",6334,443942.02
2014,Netherlands,02064900,- - Other,7747.98,44552.21
2014,Netherlands,02069090,- - - Other,206,9695
2014,Netherlands,02071200,"- - Not cut in pieces, frozen",114594.44,241104.96
2014,Netherlands,02071300,"- - Cuts and offal, fresh or chilled",20,2426.28
2014,Netherlands,02071400,"- - Cuts and offal, frozen",645597.37,2463686
2014,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",70,6841.12
2014,Netherlands,02072700,"- - Cuts and offal, frozen",17739,335592.74
2014,Netherlands,02073300,"- - Not cut in pieces, frozen",27830,307022.51
2014,Netherlands,02074100,- - Not cut in pieces fresh or chilled,1,7.46
2014,Netherlands,02074200,- - Not cut in pieces frozen,171735.65,2254113.18
2014,Netherlands,02074500,- - Other frozen,186,3100.71
2014,Netherlands,02076000,- of guinea fowls,330,8881
2014,Netherlands,02081010,- - - Fresh or chilled,16,1477.58
2014,Netherlands,02081020,- - - Frozen,1598,44326.92
2014,Netherlands,02089021,- - - - Fresh or chilled,25,4778.04
2014,Netherlands,02089022,- - - - Frozen,2486,338511.55
2014,Netherlands,02089031,- - - - Fresh or chilled,20,1275.64
2014,Netherlands,02089032,- - - - Frozen,715,47797.84
2014,Netherlands,02089099,- - - - Other,5.83,462.62
2014,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",26049.17,1022196.31
2014,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,66598.85,891873.52
2014,Netherlands,02101900,- - Other,41657,1317604.71
2014,Netherlands,02102000,- Meat of bovine animals,80,3729.93
2015,Netherlands,02011000,- Carcasses and half-carcasses,55437.3,1523017.22
2015,Netherlands,02012000,- Other cuts with bone in,57482.06,3735978.78
2015,Netherlands,02013000,- Boneless,80286.24,4950273.49
2015,Netherlands,02021000,- Carcasses and half-carcasses,313,18338.72
2015,Netherlands,02022000,- Other cuts with bone in,299701.78,3158218.74
2015,Netherlands,02023010,- - - Minced,4614.6,94633.79
2015,Netherlands,02023090,- - - Other,181123.74,4354066.63
2015,Netherlands,02031100,- - carcasses and half-carcasses,170,4643.76
2015,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",28538.82,1106094.78
2015,Netherlands,02031900,- - Other,13359.7,336308.12
2015,Netherlands,02032100,- - carcasses and half-carcasses,24564.32,306572.69
2015,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",353499.33,3281610.22
2015,Netherlands,02032900,- - Other,567862.19,6023029.63
2015,Netherlands,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",31,994
2015,Netherlands,02042100,- - carcasses and half-carcasses,380.96,19080.38
2015,Netherlands,02042200,- - Other cuts with bone in,95,2711.14
2015,Netherlands,02042300,- - Boneless,725,20022.95
2015,Netherlands,02043000,"- Carcasses and half-carcasses of lambs, frozen",731.99,18070.86
2015,Netherlands,02044200,- - Other cuts with bone in,15166,23055.08
2015,Netherlands,02061000,"- Of bovine animals, fresh or chilled",1902.36,66277.85
2015,Netherlands,02062200,- - Livers,584.96,3549.45
2015,Netherlands,02062900,- - Other,718137.22,3572412.5
2015,Netherlands,02063000,"- Of swine, fresh or chilled",11063,639667.12
2015,Netherlands,02064100,- - Livers,1634.59,8253.13
2015,Netherlands,02064900,- - Other,46827.06,262249.62
2015,Netherlands,02069090,- - - Other,627,16170
2015,Netherlands,02071200,"- - Not cut in pieces, frozen",951.4,28561.73
2015,Netherlands,02071300,"- - Cuts and offal, fresh or chilled",476.25,25994.9
2015,Netherlands,02071400,"- - Cuts and offal, frozen",112472.38,359638.6
2015,Netherlands,02072400,"- - Not cut in pieces, fresh or chilled",2247,74304.07
2015,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",384.1,13198.06
2015,Netherlands,02072700,"- - Cuts and offal, frozen",354.42,14981.25
2015,Netherlands,02074100,- - Not cut in pieces fresh or chilled,26603,244833.49
2015,Netherlands,02074200,- - Not cut in pieces frozen,70553.1,626469.29
2015,Netherlands,02076000,- of guinea fowls,20,633.42
2015,Netherlands,02081020,- - - Frozen,887,19141.15
2015,Netherlands,02084000,"- Ofwhales, dolphines and porpoises (mammals of the order Cetacea); of manatees and dugongs (mammals of the order Sirenia)",13,10695
2015,Netherlands,02089021,- - - - Fresh or chilled,1,85
2015,Netherlands,02089022,- - - - Frozen,1393,179822.77
2015,Netherlands,02089031,- - - - Fresh or chilled,10,751.99
2015,Netherlands,02089032,- - - - Frozen,98,7338.83
2015,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",10144.3,337044.96
2015,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,27336.76,826367.41
2015,Netherlands,02101900,- - Other,56089.94,1043799.78
2015,Netherlands,02102000,- Meat of bovine animals,34.4,720.55
2016,Netherlands,02011000,- Carcasses and half-carcasses,85833,2127535.34
2016,Netherlands,02012000,- Other cuts with bone in,52551.58,3020195.11
2016,Netherlands,02013000,- Boneless,93872.83,5444980.02
2016,Netherlands,02021000,- Carcasses and half-carcasses,2059.5,48081.94
2016,Netherlands,02022000,- Other cuts with bone in,275630.148,3971498.3
2016,Netherlands,02023010,- - - Minced,295,5890.56
2016,Netherlands,02023090,- - - Other,493444.652,7985375.21
2016,Netherlands,02031100,- - carcasses and half-carcasses,2745,38209.77
2016,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",17097.3,831046.48
2016,Netherlands,02031900,- - Other,26617.24,467407.5
2016,Netherlands,02032100,- - carcasses and half-carcasses,39909.55,442122.95
2016,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",167916.14,1540883.01
2016,Netherlands,02032900,- - Other,381907.03,3376168.56
2016,Netherlands,02042200,- - Other cuts with bone in,5321.4,466760.67
2016,Netherlands,02042300,- - Boneless,3247,310345.12
2016,Netherlands,02044390,- - - Other,5525,209108
2016,Netherlands,02061000,"- Of bovine animals, fresh or chilled",9407.72,207647.68
2016,Netherlands,02062100,- - Tongues,1387,14844.09
2016,Netherlands,02062200,- - Livers,15868.59,58096.89
2016,Netherlands,02062900,- - Other,1084860.2,4760714.89
2016,Netherlands,02063000,"- Of swine, fresh or chilled",3462,200426.14
2016,Netherlands,02064100,- - Livers,1584,6262.29
2016,Netherlands,02064900,- - Other,111777.99,579926.42
2016,Netherlands,02069019,- - - - Other,82770,82145.37
2016,Netherlands,02071100,"- - Not cut in pieces, fresh or chilled",300,8049.98
2016,Netherlands,02071200,"- - Not cut in pieces, frozen",1238,56951.18
2016,Netherlands,02071300,"- - Cuts and offal, fresh or chilled",310,21456
2016,Netherlands,02071400,"- - Cuts and offal, frozen",1822902.8,4065178.128
2016,Netherlands,02072400,"- - Not cut in pieces, fresh or chilled",84,3708.98
2016,Netherlands,02072500,"- - Not cut in pieces, frozen",500,18762.13
2016,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",40,946.05
2016,Netherlands,02072700,"- - Cuts and offal, frozen",6276,272467
2016,Netherlands,02074100,- - Not cut in pieces fresh or chilled,8,353.44
2016,Netherlands,02074200,- - Not cut in pieces frozen,74891,690988.9
2016,Netherlands,02075300,- - Fatty livers fresh or chilled,2,8.16
2016,Netherlands,02075500,- - Other frozen,18,1369.53
2016,Netherlands,02076000,- of guinea fowls,8,521.02
2016,Netherlands,02081020,- - - Frozen,338,8751.78
2016,Netherlands,02089021,- - - - Fresh or chilled,270,17011.73
2016,Netherlands,02089022,- - - - Frozen,582,56631.36
2016,Netherlands,02089031,- - - - Fresh or chilled,52,2987.06
2016,Netherlands,02089032,- - - - Frozen,286,18551.36
2016,Netherlands,02089091,- - - -Frogs' thighs,22,582.39
2016,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",19627.98,275140.29
2016,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,57873.72,834717.53
2016,Netherlands,02101900,- - Other,77166.62,1202562.87
2017,Netherlands,02011000,- Carcasses and half-carcasses,42326.8,1026577.66
2017,Netherlands,02012000,- Other cuts with bone in,102695.68,5603876.55
2017,Netherlands,02013000,- Boneless,66925.96,4079525.08
2017,Netherlands,02021000,- Carcasses and half-carcasses,1575,15617.73
2017,Netherlands,02022000,- Other cuts with bone in,398125.59,4610467.43
2017,Netherlands,02023010,- - - Minced,1662,114581.49
2017,Netherlands,02023090,- - - Other,404014.88,6347744.81
2017,Netherlands,02031100,- - carcasses and half-carcasses,2247,37732.3
2017,Netherlands,02031200,"- - Hams, shoulders and cuts thereof, with bone in",19501.24,554120.41
2017,Netherlands,02031900,- - Other,23435.32,422906.26
2017,Netherlands,02032100,- - carcasses and half-carcasses,11378.54,159971.64
2017,Netherlands,02032200,"- - Hams, shoulders and cuts thereof, with bone in",166924.79,1623875.61
2017,Netherlands,02032900,- - Other,289571.43,3214661.24
2017,Netherlands,02042100,- - carcasses and half-carcasses,417,60806
2017,Netherlands,02043000,"- Carcasses and half-carcasses of lambs, frozen",24963,288438
2017,Netherlands,02044200,- - Other cuts with bone in,10252,181969.81
2017,Netherlands,02044390,- - - Other,3519,271654
2017,Netherlands,02045012,- - - - Frozen,,
2017,Netherlands,02045022,- - - - Frozen,28620,63526
2017,Netherlands,02061000,"- Of bovine animals, fresh or chilled",15617.33,254204.72
2017,Netherlands,02062100,- - Tongues,28619.97,62460.05
2017,Netherlands,02062200,- - Livers,15341.67,67841.1
2017,Netherlands,02062900,- - Other,1036431.03,4691056.79
2017,Netherlands,02064100,- - Livers,1148.6,4150.23
2017,Netherlands,02064900,- - Other,101465.64,788426.32
2017,Netherlands,02069019,- - - - Other,840,8715.48
2017,Netherlands,02071100,"- - Not cut in pieces, fresh or chilled",1001,28943.8
2017,Netherlands,02071200,"- - Not cut in pieces, frozen",10350,106231.66
2017,Netherlands,02071300,"- - Cuts and offal, fresh or chilled",63,3859
2017,Netherlands,02071400,"- - Cuts and offal, frozen",175448.76,661980.7
2017,Netherlands,02072600,"- - Cuts and offal, fresh or chilled",86.4,4891.16
2017,Netherlands,02072700,"- - Cuts and offal, frozen",10845.3,336258.51
2017,Netherlands,02074200,- - Not cut in pieces frozen,52394,179570.08
2017,Netherlands,02074300,- - Fatty livers fresh or chilled,219,22147.05
2017,Netherlands,02075200,- - Not cut in pieces frozen,8,445.81
2017,Netherlands,02081020,- - - Frozen,842,15404.61
2017,Netherlands,02089021,- - - - Fresh or chilled,535,65202.94
2017,Netherlands,02089022,- - - - Frozen,1042.16,113601.87
2017,Netherlands,02089031,- - - - Fresh or chilled,21,1163.77
2017,Netherlands,02089032,- - - - Frozen,295,15201
2017,Netherlands,02101100,"- - Hams, shoulders and cuts thereof, with bone in",53697.06,1366469.2
2017,Netherlands,02101200,- - Bellies (streaky) and cuts thereof,93183.82,1301002.74
2017,Netherlands,02101900,- - Other,35703.69,487440.22
2017,Netherlands,02102000,- Meat of bovine animals,19365.7,892158.73
2015,Netherlands Antilles,02023090,- - - Other,17884,496294
2013,Aruba,02045011,- - - - Fresh or chilled,,
2013,Aruba,02081010,- - - Fresh or chilled,,
2013,Aruba,02089031,- - - - Fresh or chilled,,
2009,Vanuatu,02071200,"- - Not cut in pieces, frozen",81195,405333.4926
2011,Vanuatu,02071400,"- - Cuts and offal, frozen",62942,355465.3994
2012,Vanuatu,02071200,"- - Not cut in pieces, frozen",27037,251010.8055
2015,Vanuatu,02071200,"- - Not cut in pieces, frozen",26780,168884.625
2008,New Zealand,02011000,- Carcasses and half-carcasses,7712.74,152127.51
2008,New Zealand,02012000,- Other cuts with bone in,8314,405760.5
2008,New Zealand,02013000,- Boneless,1719836.68,43798903.96
2008,New Zealand,02022000,- Other cuts with bone in,110786,1200651.03
2008,New Zealand,02023090,- - - Other,138728,2311560.85
2008,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",131632,2458341.28
2008,New Zealand,02042200,- - Other cuts with bone in,702139.89,11832054.34
2008,New Zealand,02042300,- - Boneless,2505,106787
2008,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",1397339,16401039.21
2008,New Zealand,02044100,- - Carcasses and half-carcasses,33124,327808
2008,New Zealand,02044200,- - Other cuts with bone in,1224568,11695479.4
2008,New Zealand,02044310,- - - Minced,56679,923258
2008,New Zealand,02044390,- - - Other,61324,1016763.08
2008,New Zealand,02045012,- - - - Frozen,25208,209192.87
2008,New Zealand,02071200,"- - Not cut in pieces, frozen",147962,1610200.33
2008,New Zealand,02073600,"- - Other, frozen",16901,121309
2008,New Zealand,02102000,- Meat of bovine animals,585,51031.4
2009,New Zealand,02011000,- Carcasses and half-carcasses,360,4957.88
2009,New Zealand,02012000,- Other cuts with bone in,57637.5,1195003.03
2009,New Zealand,02013000,- Boneless,1978003.5,39142438.55
2009,New Zealand,02021000,- Carcasses and half-carcasses,34580,170997.92
2009,New Zealand,02022000,- Other cuts with bone in,4.4,19.55
2009,New Zealand,02023090,- - - Other,278734.6,3155822.88
2009,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",111645.64,2094674.68
2009,New Zealand,02042100,- - carcasses and half-carcasses,2252,30688.05
2009,New Zealand,02042200,- - Other cuts with bone in,698549.72,12044592.02
2009,New Zealand,02042300,- - Boneless,4006.93,100835.75
2009,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",496009.27,5303648.22
2009,New Zealand,02044200,- - Other cuts with bone in,153032,1183488.47
2009,New Zealand,02044390,- - - Other,153257,1994462.19
2009,New Zealand,02045011,- - - - Fresh or chilled,7261,99523
2009,New Zealand,02045031,- - - - Fresh or chilled,25489,386548.1
2009,New Zealand,02069019,- - - - Other,14498,46134.33
2009,New Zealand,02071200,"- - Not cut in pieces, frozen",194025.4,1968290.9
2009,New Zealand,02089021,- - - - Fresh or chilled,1180,14416.2
2010,New Zealand,02011000,- Carcasses and half-carcasses,141229,436057
2010,New Zealand,02012000,- Other cuts with bone in,154252.58,2741006.42
2010,New Zealand,02013000,- Boneless,1948775.36,43631110.27
2010,New Zealand,02021000,- Carcasses and half-carcasses,96103.56,938084.63
2010,New Zealand,02022000,- Other cuts with bone in,78800,1217729.87
2010,New Zealand,02023010,- - - Minced,73966.65,1245859.73
2010,New Zealand,02023090,- - - Other,302599.09,3844714.53
2010,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",148266.3,3316975.54
2010,New Zealand,02042100,- - carcasses and half-carcasses,3884.78,78548.8
2010,New Zealand,02042200,- - Other cuts with bone in,612643.24,11984125.83
2010,New Zealand,02042300,- - Boneless,25931.5,557069.81
2010,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",267338.76,4378484.713
2010,New Zealand,02044100,- - Carcasses and half-carcasses,64110.9,782331.92
2010,New Zealand,02044200,- - Other cuts with bone in,476627.9,6945669.91
2010,New Zealand,02044390,- - - Other,64827,1691892.71
2010,New Zealand,02045022,- - - - Frozen,67034.59,938581.26
2010,New Zealand,02045031,- - - - Fresh or chilled,8562,152524
2010,New Zealand,02071200,"- - Not cut in pieces, frozen",77869,1065644.39
2010,New Zealand,02102000,- Meat of bovine animals,4707,346546
2011,New Zealand,02011000,- Carcasses and half-carcasses,1279,20496
2011,New Zealand,02012000,- Other cuts with bone in,201944.46,4626221.25
2011,New Zealand,02013000,- Boneless,2106412.92,52726497.9
2011,New Zealand,02021000,- Carcasses and half-carcasses,358,2340.11
2011,New Zealand,02022000,- Other cuts with bone in,136373.89,2769172.266
2011,New Zealand,02023010,- - - Minced,92217.63,2539610.07
2011,New Zealand,02023090,- - - Other,255124.82,3551726.99
2011,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",286416.56,7161620.45
2011,New Zealand,02042100,- - carcasses and half-carcasses,39765,924739
2011,New Zealand,02042200,- - Other cuts with bone in,374901.34,8676728.97
2011,New Zealand,02042300,- - Boneless,68175.11,2163227.04
2011,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",210515.5,3095834.55
2011,New Zealand,02044100,- - Carcasses and half-carcasses,41542,429829
2011,New Zealand,02044200,- - Other cuts with bone in,375389.83,7094777.55
2011,New Zealand,02044390,- - - Other,98686,2929360.13
2011,New Zealand,02045022,- - - - Frozen,49865.36,1141747.2
2011,New Zealand,02061000,"- Of bovine animals, fresh or chilled",2035.97,35618.32
2011,New Zealand,02062200,- - Livers,147,3161.71
2011,New Zealand,02062900,- - Other,173,3693.5
2011,New Zealand,02069012,- - - - Livers,318.7,6835.74
2011,New Zealand,02102000,- Meat of bovine animals,138,19863.31
2012,New Zealand,02012000,- Other cuts with bone in,143202.62,3110646.66
2012,New Zealand,02013000,- Boneless,2236424.92,58122120.58
2012,New Zealand,02022000,- Other cuts with bone in,182,10930.19
2012,New Zealand,02023010,- - - Minced,55310.74,1039838.03
2012,New Zealand,02023090,- - - Other,364219,5274793.55
2012,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",127811.38,3183965.2
2012,New Zealand,02042100,- - carcasses and half-carcasses,19475,388402
2012,New Zealand,02042200,- - Other cuts with bone in,497163.2,11244705.1
2012,New Zealand,02042300,- - Boneless,112842.56,3301488.86
2012,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",77953.8,1176432.82
2012,New Zealand,02044100,- - Carcasses and half-carcasses,47512,204329
2012,New Zealand,02044200,- - Other cuts with bone in,583849.77,7017676.68
2012,New Zealand,02044390,- - - Other,14131,297369.56
2012,New Zealand,02061000,"- Of bovine animals, fresh or chilled",6590.8,107953.63
2012,New Zealand,02062200,- - Livers,21523.72,130115.55
2012,New Zealand,02062900,- - Other,5349.86,39641.22
2012,New Zealand,02069012,- - - - Livers,25267.49,228909.45
2012,New Zealand,02069019,- - - - Other,3762,29248.56
2012,New Zealand,02071400,"- - Cuts and offal, frozen",25827.5,383331.42
2012,New Zealand,02102000,- Meat of bovine animals,12880,342886.92
2013,New Zealand,02012000,- Other cuts with bone in,208539.99,4753647.86
2013,New Zealand,02013000,- Boneless,2227633.3,61991203.27
2013,New Zealand,02022000,- Other cuts with bone in,82608,1231371.76
2013,New Zealand,02023090,- - - Other,282395.26,5176704.42
2013,New Zealand,02041000,"- Carcasses and half-carcasses of lambs, fresh or chilled",79573.39,1821202.36
2013,New Zealand,02042100,- - carcasses and half-carcasses,21284,413939
2013,New Zealand,02042200,- - Other cuts with bone in,710234.2,15049217.09
2013,New Zealand,02042300,- - Boneless,31081.66,708528.35
2013,New Zealand,02043000,"- Carcasses and half-carcasses of lambs, frozen",176805.49,1955495.23
2013,New Zealand,02044100,- - Carcasses and half-carcasses,48136,192019
2013,New Zealand,02044200,- - Other cuts with bone in,396496.39,5660054.2
2013,New Zealand,02045011,- - - - Fresh or chilled,298.84,7879.83
2013,New Zealand,02045022,- - - - Frozen,50518,936105.1
2013,New Zealand,02061000,"- Of bovine animals, fresh or chilled",5999.42,113288.04
2013,New Zealand,02062200,- - Livers,51583.54,278121.79
2013,New Zealand,02062900,- - Other,7149.1,41197.59
2013,New Zealand,02069011,- - - - Tongues,31742,330696
2013,New Zealand,02069012,- - - - Livers,25859.5,227755.12
2013,New Zealand,02069019,- - - - Other,33113.72,274118.42
2013,New Zealand,02071200,"- - Not cut in pieces, frozen",12,215.4
2013,New Zealand,02071400,"- - Cuts and offal, frozen",61116.8,660448.25
2013,New Zealand,02089021,- - - - Fresh or chilled,575,54567
